case_id,score_batch,score_live,feature_visit_null,threshold_used,scored_ts
C000000502,0.3041,0.3516,True,0.62,2025-08-13
C000000503,0.5156,0.5156,False,0.62,2026-03-26
C000000504,0.5709,0.5709,False,0.62,2026-01-31
C000000505,0.4088,0.4088,False,0.62,2025-10-24
C000000506,0.1027,0.1027,False,0.62,2026-05-21
C000000507,0.3519,0.4025,True,0.62,2026-04-03
C000000508,0.3299,0.3299,False,0.62,2025-12-30
C000000509,0.3481,0.3481,False,0.62,2026-04-13
C000000510,0.397,0.397,False,0.62,2026-04-21
C000000511,0.4444,0.4444,False,0.62,2026-01-26
C000000512,0.4219,0.4753,True,0.62,2026-06-07
C000000513,0.5038,0.5038,False,0.62,2026-05-03
C000000514,0.4388,0.4388,False,0.62,2026-07-27
C000000515,0.5949,0.5949,False,0.62,2025-09-09
C000000516,0.4886,0.4886,False,0.62,2026-04-25
C000000517,0.3843,0.3843,False,0.62,2026-03-12
C000000518,0.5744,0.5744,False,0.62,2026-04-22
C000000519,0.2654,0.2654,False,0.62,2025-09-21
C000000520,0.4331,0.4331,False,0.62,2025-09-09
C000000521,0.3688,0.3688,False,0.62,2026-05-04
C000000522,0.2687,0.2687,False,0.62,2025-12-07
C000000523,0.2554,0.2554,False,0.62,2026-03-30
C000000524,0.4703,0.4703,False,0.62,2026-01-24
C000000525,0.562,0.562,False,0.62,2026-05-02
C000000526,0.3158,0.3158,False,0.62,2025-12-05
C000000527,0.5905,0.5905,False,0.62,2025-11-26
C000000528,0.217,0.217,False,0.62,2026-06-25
C000000529,0.5039,0.5576,True,0.62,2026-02-09
C000000530,0.2519,0.2519,False,0.62,2026-02-22
C000000531,0.3177,0.3177,False,0.62,2026-02-10
C000000532,0.4591,0.4591,False,0.62,2026-02-14
C000000533,0.5155,0.5155,False,0.62,2025-12-05
C000000534,0.5296,0.5296,False,0.62,2026-05-26
C000000535,0.5894,0.5894,False,0.62,2026-01-16
C000000536,0.2614,0.2614,False,0.62,2026-01-21
C000000537,0.2438,0.2438,False,0.62,2025-10-22
C000000538,0.4372,0.4372,False,0.62,2026-07-22
C000000539,0.493,0.493,False,0.62,2025-12-03
C000000540,0.5449,0.5449,False,0.62,2025-11-20
C000000541,0.4867,0.4867,False,0.62,2026-07-05
C000000542,0.4235,0.4235,False,0.62,2025-09-07
C000000543,0.4279,0.4279,False,0.62,2026-06-03
C000000544,0.0586,0.0586,False,0.62,2026-07-18
C000000545,0.4279,0.4279,False,0.62,2026-04-30
C000000546,0.3657,0.417,True,0.62,2026-06-26
C000000547,0.3246,0.3246,False,0.62,2025-09-18
C000000548,0.2725,0.2725,False,0.62,2025-11-03
C000000549,0.5798,0.5798,False,0.62,2025-12-28
C000000550,0.487,0.487,False,0.62,2026-03-12
C000000551,0.401,0.401,False,0.62,2025-09-16
C000000552,0.6962,0.6962,False,0.62,2026-01-23
C000000553,0.1185,0.1185,False,0.62,2025-10-10
C000000554,0.1051,0.1051,False,0.62,2025-10-29
C000000555,0.5528,0.5528,False,0.62,2026-06-13
C000000556,0.5349,0.588,True,0.62,2026-05-09
C000000557,0.4247,0.4247,False,0.62,2026-01-18
C000000558,0.4961,0.4961,False,0.62,2026-01-01
C000000559,0.5861,0.5861,False,0.62,2026-02-07
C000000560,0.4998,0.4998,False,0.62,2026-07-22
C000000561,0.3148,0.3148,False,0.62,2025-12-22
C000000562,0.2433,0.2433,False,0.62,2026-01-10
C000000563,0.3342,0.3839,True,0.62,2026-07-15
C000000564,0.4159,0.4691,True,0.62,2026-03-20
C000000565,0.269,0.269,False,0.62,2025-09-16
C000000566,0.3485,0.3485,False,0.62,2026-02-01
C000000567,0.1529,0.1529,False,0.62,2026-05-31
C000000568,0.4289,0.4824,True,0.62,2026-02-26
C000000569,0.3816,0.3816,False,0.62,2026-03-03
C000000570,0.3621,0.4133,True,0.62,2025-11-15
C000000571,0.3139,0.3139,False,0.62,2026-06-12
C000000572,0.4013,0.4013,False,0.62,2025-08-31
C000000573,0.3879,0.3879,False,0.62,2026-03-18
C000000574,0.1333,0.1333,False,0.62,2025-09-13
C000000575,0.2977,0.2977,False,0.62,2026-03-30
C000000576,0.467,0.5209,True,0.62,2026-04-30
C000000577,0.4563,0.5102,True,0.62,2025-11-02
C000000578,0.5157,0.5692,True,0.62,2025-09-03
C000000579,0.4132,0.4132,False,0.62,2026-04-10
C000000580,0.4479,0.4479,False,0.62,2025-08-10
C000000581,0.5068,0.5068,False,0.62,2026-02-22
C000000582,0.5428,0.5428,False,0.62,2025-12-10
C000000583,0.5169,0.5169,False,0.62,2026-05-22
C000000584,0.352,0.352,False,0.62,2025-11-07
C000000585,0.3204,0.3204,False,0.62,2026-01-05
C000000586,0.4787,0.4787,False,0.62,2026-03-04
C000000587,0.3719,0.3719,False,0.62,2025-11-06
C000000588,0.3218,0.3218,False,0.62,2025-11-09
C000000589,0.3158,0.3158,False,0.62,2026-07-25
C000000590,0.2996,0.2996,False,0.62,2026-03-25
C000000591,0.3806,0.3806,False,0.62,2026-05-17
C000000592,0.7275,0.7275,False,0.62,2025-09-05
C000000593,0.4718,0.4718,False,0.62,2025-12-03
C000000594,0.6665,0.6665,False,0.62,2026-03-24
C000000595,0.2889,0.2889,False,0.62,2026-06-14
C000000596,0.69,0.69,False,0.62,2026-05-17
C000000597,0.4556,0.4556,False,0.62,2025-08-12
C000000598,0.0418,0.0418,False,0.62,2026-01-03
C000000599,0.4993,0.4993,False,0.62,2026-04-23
C000000600,0.3867,0.3867,False,0.62,2026-04-19
C000000601,0.624,0.624,False,0.62,2026-01-14
C000000602,0.1182,0.1182,False,0.62,2026-07-13
C000000603,0.2968,0.2968,False,0.62,2025-08-08
C000000604,0.6035,0.6035,False,0.62,2026-02-16
C000000605,0.23,0.23,False,0.62,2025-11-18
C000000606,0.2587,0.2587,False,0.62,2025-10-27
C000000607,0.4704,0.4704,False,0.62,2026-02-02
C000000608,0.4892,0.4892,False,0.62,2026-03-19
C000000609,0.3032,0.3507,True,0.62,2026-02-28
C000000610,0.431,0.4845,True,0.62,2026-06-21
C000000611,0.4098,0.4098,False,0.62,2026-02-13
C000000612,0.5609,0.5609,False,0.62,2026-06-22
C000000613,0.4464,0.4464,False,0.62,2026-07-20
C000000614,0.2372,0.2372,False,0.62,2025-08-10
C000000615,0.3857,0.3857,False,0.62,2026-03-22
C000000616,0.1782,0.1782,False,0.62,2026-04-30
C000000617,0.4173,0.4173,False,0.62,2026-02-25
C000000618,0.3726,0.3726,False,0.62,2025-09-15
C000000619,0.6028,0.6028,False,0.62,2025-09-08
C000000620,0.4438,0.4438,False,0.62,2026-06-06
C000000621,0.3904,0.3904,False,0.62,2025-11-04
C000000622,0.3277,0.3277,False,0.62,2026-07-26
C000000623,0.3658,0.3658,False,0.62,2026-01-12
C000000624,0.4311,0.4311,False,0.62,2026-01-29
C000000625,0.4644,0.4644,False,0.62,2025-08-30
C000000626,0.2831,0.2831,False,0.62,2025-10-25
C000000627,0.4264,0.4264,False,0.62,2025-12-07
C000000628,0.4139,0.467,True,0.62,2025-08-06
C000000629,0.3069,0.3546,True,0.62,2026-04-13
C000000630,0.5281,0.5281,False,0.62,2025-12-18
C000000631,0.5095,0.5095,False,0.62,2026-03-26
C000000632,0.3079,0.3079,False,0.62,2025-11-06
C000000633,0.5918,0.5918,False,0.62,2026-01-02
C000000634,0.2908,0.2908,False,0.62,2025-09-30
C000000635,0.266,0.266,False,0.62,2025-12-08
C000000636,0.0681,0.0681,False,0.62,2026-04-17
C000000637,0.4975,0.4975,False,0.62,2026-05-03
C000000638,0.4317,0.4317,False,0.62,2026-06-20
C000000639,0.1478,0.1771,True,0.62,2025-12-21
C000000640,0.4418,0.4955,True,0.62,2025-08-19
C000000641,0.2822,0.2822,False,0.62,2026-04-16
C000000642,0.5884,0.5884,False,0.62,2026-06-08
C000000643,0.2261,0.2261,False,0.62,2025-11-10
C000000644,0.5263,0.5263,False,0.62,2025-11-02
C000000645,0.5421,0.595,True,0.62,2025-08-26
C000000646,0.2806,0.2806,False,0.62,2026-01-23
C000000647,0.45,0.45,False,0.62,2025-11-18
C000000648,0.4464,0.5002,True,0.62,2025-12-06
C000000649,0.4166,0.4166,False,0.62,2026-03-22
C000000650,0.4714,0.4714,False,0.62,2025-09-02
C000000651,0.2255,0.2255,False,0.62,2025-11-21
C000000652,0.2524,0.2524,False,0.62,2025-10-25
C000000653,0.4182,0.4182,False,0.62,2025-12-04
C000000654,0.0285,0.0285,False,0.62,2025-10-15
C000000655,0.4411,0.4411,False,0.62,2025-10-30
C000000656,0.6597,0.6597,False,0.62,2026-06-08
C000000657,0.0943,0.0943,False,0.62,2026-01-14
C000000658,0.3722,0.3722,False,0.62,2026-03-29
C000000659,0.5573,0.5573,False,0.62,2025-08-17
C000000660,0.0774,0.0774,False,0.62,2025-12-01
C000000661,0.4827,0.4827,False,0.62,2026-02-02
C000000662,0.4547,0.4547,False,0.62,2025-11-18
C000000663,0.1775,0.2113,True,0.62,2026-03-06
C000000664,0.356,0.356,False,0.62,2025-10-30
C000000665,0.3318,0.3318,False,0.62,2026-04-21
C000000666,0.3168,0.3168,False,0.62,2026-06-23
C000000667,0.3804,0.4324,True,0.62,2026-02-04
C000000668,0.3029,0.3503,True,0.62,2026-02-12
C000000669,0.3457,0.396,True,0.62,2026-04-09
C000000670,0.0722,0.088,True,0.62,2026-04-10
C000000671,0.3771,0.3771,False,0.62,2025-08-10
C000000672,0.1342,0.1342,False,0.62,2026-01-17
C000000673,0.4784,0.4784,False,0.62,2026-05-14
C000000674,0.3271,0.3271,False,0.62,2026-01-24
C000000675,0.5045,0.5045,False,0.62,2025-09-03
C000000676,0.5533,0.5533,False,0.62,2026-07-24
C000000677,0.4706,0.4706,False,0.62,2025-12-30
C000000678,0.4166,0.4166,False,0.62,2026-03-09
C000000679,0.4843,0.4843,False,0.62,2026-06-17
C000000680,0.3822,0.3822,False,0.62,2025-10-23
C000000681,0.3306,0.3306,False,0.62,2025-11-17
C000000682,0.6625,0.6625,False,0.62,2026-06-25
C000000683,0.5288,0.5288,False,0.62,2026-03-08
C000000684,0.4155,0.4155,False,0.62,2026-05-19
C000000685,0.4501,0.4501,False,0.62,2026-07-30
C000000686,0.4148,0.4148,False,0.62,2025-10-10
C000000687,0.4865,0.4865,False,0.62,2026-06-30
C000000688,0.3792,0.3792,False,0.62,2025-11-18
C000000689,0.32,0.32,False,0.62,2026-07-22
C000000690,0.4302,0.4302,False,0.62,2026-07-30
C000000691,0.3322,0.3322,False,0.62,2025-08-18
C000000692,0.4827,0.4827,False,0.62,2026-06-03
C000000693,0.4462,0.4462,False,0.62,2025-11-09
C000000694,0.3503,0.4009,True,0.62,2026-06-21
C000000695,0.2892,0.2892,False,0.62,2025-12-19
C000000696,0.1049,0.1049,False,0.62,2025-08-05
C000000697,0.4915,0.4915,False,0.62,2026-04-30
C000000698,0.0729,0.0729,False,0.62,2026-04-14
C000000699,0.4464,0.4464,False,0.62,2026-04-08
C000000700,0.5117,0.5653,True,0.62,2025-09-07
C000000701,0.5254,0.5254,False,0.62,2026-04-10
C000000702,0.2703,0.2703,False,0.62,2026-04-10
C000000703,0.4365,0.4365,False,0.62,2026-05-05
C000000704,0.5178,0.5178,False,0.62,2025-11-18
C000000705,0.3559,0.4068,True,0.62,2026-07-09
C000000706,0.4681,0.4681,False,0.62,2026-05-25
C000000707,0.4996,0.4996,False,0.62,2026-06-11
C000000708,0.6977,0.6977,False,0.62,2025-12-27
C000000709,0.3518,0.3518,False,0.62,2025-11-27
C000000710,0.3867,0.439,True,0.62,2025-10-16
C000000711,0.4194,0.4194,False,0.62,2026-04-29
C000000712,0.3056,0.3056,False,0.62,2026-07-05
C000000713,0.5649,0.5649,False,0.62,2026-02-21
C000000714,0.1013,0.1013,False,0.62,2026-03-01
C000000715,0.6125,0.6125,False,0.62,2026-07-06
C000000716,0.411,0.411,False,0.62,2026-01-10
C000000717,0.5837,0.5837,False,0.62,2026-04-19
C000000718,0.4555,0.4555,False,0.62,2026-05-01
C000000719,0.084,0.084,False,0.62,2025-12-12
C000000720,0.6047,0.6047,False,0.62,2025-10-17
C000000721,0.4452,0.4452,False,0.62,2025-09-20
C000000722,0.13,0.13,False,0.62,2025-11-21
C000000723,0.4257,0.4257,False,0.62,2026-07-07
C000000724,0.4549,0.4549,False,0.62,2026-01-31
C000000725,0.4511,0.4511,False,0.62,2025-10-23
C000000726,0.4042,0.4571,True,0.62,2025-10-06
C000000727,0.6205,0.6699,True,0.62,2026-04-01
C000000728,0.5463,0.5463,False,0.62,2026-01-24
C000000729,0.2328,0.2328,False,0.62,2025-11-08
C000000730,0.4734,0.4734,False,0.62,2026-07-05
C000000731,0.5993,0.5993,False,0.62,2025-09-22
C000000732,0.3797,0.3797,False,0.62,2025-08-23
C000000733,0.5147,0.5683,True,0.62,2026-01-25
C000000734,0.5011,0.5011,False,0.62,2026-05-22
C000000735,0.6354,0.6354,False,0.62,2025-08-29
C000000736,0.4137,0.4137,False,0.62,2025-10-02
C000000737,0.3599,0.3599,False,0.62,2025-10-30
C000000738,0.3351,0.3351,False,0.62,2026-07-24
C000000739,0.3467,0.3467,False,0.62,2026-03-19
C000000740,0.5562,0.5562,False,0.62,2026-01-12
C000000741,0.3969,0.3969,False,0.62,2026-04-11
C000000742,0.5532,0.5532,False,0.62,2026-06-07
C000000743,0.4076,0.4606,True,0.62,2025-12-08
C000000744,0.341,0.341,False,0.62,2026-06-26
C000000745,0.3749,0.3749,False,0.62,2025-09-20
C000000746,0.6212,0.6212,False,0.62,2026-02-05
C000000747,0.5416,0.5416,False,0.62,2025-12-01
C000000748,0.4651,0.4651,False,0.62,2026-02-17
C000000749,0.2361,0.2772,True,0.62,2026-07-17
C000000750,0.5089,0.5089,False,0.62,2026-04-13
C000000751,0.4008,0.4536,True,0.62,2026-05-06
C000000752,0.4482,0.4482,False,0.62,2026-03-24
C000000753,0.5621,0.5621,False,0.62,2026-07-10
C000000754,0.4213,0.4213,False,0.62,2026-02-06
C000000755,0.3785,0.3785,False,0.62,2025-10-27
C000000756,0.4167,0.4167,False,0.62,2025-10-22
C000000757,0.0533,0.0533,False,0.62,2026-02-06
C000000758,0.4208,0.4208,False,0.62,2025-10-28
C000000759,0.4438,0.4975,True,0.62,2026-05-09
C000000760,0.3134,0.3134,False,0.62,2026-03-10
C000000761,0.5892,0.5892,False,0.62,2026-06-03
C000000762,0.3747,0.3747,False,0.62,2026-02-13
C000000763,0.4985,0.4985,False,0.62,2026-07-25
C000000764,0.5589,0.5589,False,0.62,2026-02-07
C000000765,0.1173,0.1173,False,0.62,2025-11-15
C000000766,0.1935,0.1935,False,0.62,2026-03-09
C000000767,0.4383,0.4383,False,0.62,2025-12-02
C000000768,0.055,0.055,False,0.62,2025-08-08
C000000769,0.4885,0.4885,False,0.62,2026-02-13
C000000770,0.4778,0.4778,False,0.62,2026-05-19
C000000771,0.5596,0.5596,False,0.62,2026-05-28
C000000772,0.3923,0.4448,True,0.62,2026-07-19
C000000773,0.5361,0.5361,False,0.62,2025-11-28
C000000774,0.4047,0.4047,False,0.62,2026-02-19
C000000775,0.1846,0.1846,False,0.62,2026-01-08
C000000776,0.3903,0.3903,False,0.62,2025-12-02
C000000777,0.3342,0.3342,False,0.62,2026-03-15
C000000778,0.1508,0.1508,False,0.62,2026-01-14
C000000779,0.3825,0.3825,False,0.62,2025-09-08
C000000780,0.2643,0.2643,False,0.62,2025-11-12
C000000781,0.319,0.319,False,0.62,2025-11-06
C000000782,0.5729,0.5729,False,0.62,2025-08-03
C000000783,0.4209,0.4742,True,0.62,2025-08-21
C000000784,0.5661,0.5661,False,0.62,2026-03-08
C000000785,0.2951,0.3419,True,0.62,2026-04-21
C000000786,0.4477,0.4477,False,0.62,2025-12-31
C000000787,0.6369,0.6369,False,0.62,2026-04-19
C000000788,0.6805,0.6805,False,0.62,2025-09-07
C000000789,0.4201,0.4201,False,0.62,2026-04-23
C000000790,0.4086,0.4616,True,0.62,2026-03-21
C000000791,0.6057,0.6057,False,0.62,2025-11-26
C000000792,0.4614,0.4614,False,0.62,2026-01-05
C000000793,0.6172,0.6172,False,0.62,2025-10-06
C000000794,0.4005,0.4005,False,0.62,2025-10-04
C000000795,0.3619,0.3619,False,0.62,2026-04-21
C000000796,0.1364,0.1364,False,0.62,2025-12-28
C000000797,0.1146,0.1146,False,0.62,2026-07-08
C000000798,0.4527,0.4527,False,0.62,2025-12-27
C000000799,0.5036,0.5036,False,0.62,2026-06-21
C000000800,0.3467,0.3467,False,0.62,2025-11-21
C000000801,0.4733,0.4733,False,0.62,2025-09-05
C000000802,0.385,0.4372,True,0.62,2026-02-12
C000000803,0.0557,0.0557,False,0.62,2026-07-18
C000000804,0.6084,0.6084,False,0.62,2026-01-09
C000000805,0.5015,0.5553,True,0.62,2025-12-08
C000000806,0.2554,0.2554,False,0.62,2026-05-09
C000000807,0.3868,0.3868,False,0.62,2025-10-13
C000000808,0.6276,0.6276,False,0.62,2025-09-30
C000000809,0.3809,0.3809,False,0.62,2025-09-21
C000000810,0.3003,0.3003,False,0.62,2026-02-10
C000000811,0.3408,0.3408,False,0.62,2026-01-13
C000000812,0.0586,0.0586,False,0.62,2025-08-02
C000000813,0.4519,0.5057,True,0.62,2026-05-31
C000000814,0.4609,0.4609,False,0.62,2025-08-11
C000000815,0.3025,0.3025,False,0.62,2026-05-27
C000000816,0.6092,0.6592,True,0.62,2025-10-12
C000000817,0.4758,0.4758,False,0.62,2026-06-08
C000000818,0.4552,0.5091,True,0.62,2026-05-11
C000000819,0.2322,0.2322,False,0.62,2026-06-16
C000000820,0.2423,0.2423,False,0.62,2026-06-16
C000000821,0.2531,0.2531,False,0.62,2026-05-11
C000000822,0.6493,0.6493,False,0.62,2026-02-06
C000000823,0.3854,0.3854,False,0.62,2025-11-11
C000000824,0.0924,0.0924,False,0.62,2025-09-04
C000000825,0.7152,0.7152,False,0.62,2026-01-05
C000000826,0.4081,0.4081,False,0.62,2026-05-15
C000000827,0.126,0.126,False,0.62,2026-04-14
C000000828,0.5027,0.5027,False,0.62,2025-12-04
C000000829,0.3331,0.3331,False,0.62,2026-03-26
C000000830,0.4098,0.4098,False,0.62,2026-06-04
C000000831,0.4107,0.4107,False,0.62,2026-04-13
C000000832,0.086,0.086,False,0.62,2025-12-29
C000000833,0.6957,0.6957,False,0.62,2026-07-26
C000000834,0.4899,0.4899,False,0.62,2026-03-23
C000000835,0.5453,0.5453,False,0.62,2025-12-26
C000000836,0.3478,0.3478,False,0.62,2026-06-21
C000000837,0.313,0.313,False,0.62,2026-07-26
C000000838,0.1973,0.1973,False,0.62,2026-03-31
C000000839,0.3631,0.3631,False,0.62,2026-04-08
C000000840,0.4381,0.4381,False,0.62,2025-10-06
C000000841,0.4936,0.4936,False,0.62,2026-04-01
C000000842,0.5527,0.6053,True,0.62,2026-04-14
C000000843,0.2811,0.2811,False,0.62,2026-04-20
C000000844,0.4491,0.4491,False,0.62,2025-08-02
C000000845,0.2049,0.2049,False,0.62,2025-10-19
C000000846,0.4812,0.4812,False,0.62,2026-01-23
C000000847,0.4684,0.5224,True,0.62,2025-10-28
C000000848,0.3182,0.3182,False,0.62,2026-04-14
C000000849,0.466,0.466,False,0.62,2026-07-09
C000000850,0.6386,0.6386,False,0.62,2026-07-14
C000000851,0.2684,0.2684,False,0.62,2025-10-14
C000000852,0.3975,0.3975,False,0.62,2026-01-05
C000000853,0.5637,0.5637,False,0.62,2025-09-04
C000000854,0.4254,0.4254,False,0.62,2026-07-01
C000000855,0.244,0.244,False,0.62,2026-05-23
C000000856,0.5044,0.5581,True,0.62,2026-06-21
C000000857,0.5572,0.5572,False,0.62,2025-12-07
C000000858,0.3769,0.4288,True,0.62,2026-06-26
C000000859,0.6084,0.6084,False,0.62,2026-03-20
C000000860,0.2728,0.2728,False,0.62,2026-06-17
C000000861,0.0549,0.0549,False,0.62,2025-12-06
C000000862,0.6493,0.6967,True,0.62,2025-10-18
C000000863,0.5159,0.5159,False,0.62,2026-07-13
C000000864,0.5205,0.5205,False,0.62,2026-07-01
C000000865,0.4891,0.4891,False,0.62,2026-05-09
C000000866,0.3024,0.3024,False,0.62,2026-05-02
C000000867,0.3185,0.3185,False,0.62,2026-07-09
C000000868,0.7343,0.7343,False,0.62,2026-04-06
C000000869,0.5434,0.5434,False,0.62,2025-08-04
C000000870,0.4815,0.4815,False,0.62,2025-08-22
C000000871,0.3329,0.3329,False,0.62,2026-04-06
C000000872,0.407,0.407,False,0.62,2026-06-25
C000000873,0.248,0.248,False,0.62,2026-04-17
C000000874,0.3136,0.3136,False,0.62,2026-06-05
C000000875,0.4587,0.4587,False,0.62,2025-09-11
C000000876,0.5001,0.5001,False,0.62,2025-08-29
C000000877,0.4856,0.4856,False,0.62,2025-08-05
C000000878,0.4703,0.4703,False,0.62,2026-05-02
C000000879,0.3923,0.3923,False,0.62,2025-10-23
C000000880,0.2312,0.2312,False,0.62,2025-08-05
C000000881,0.6193,0.6193,False,0.62,2025-09-30
C000000882,0.3907,0.4431,True,0.62,2026-04-13
C000000883,0.2675,0.2675,False,0.62,2026-03-04
C000000884,0.3912,0.3912,False,0.62,2026-04-16
C000000885,0.5164,0.5164,False,0.62,2025-11-27
C000000886,0.6745,0.6745,False,0.62,2026-05-21
C000000887,0.2089,0.2089,False,0.62,2025-10-17
C000000888,0.6377,0.6377,False,0.62,2026-07-11
C000000889,0.0624,0.0763,True,0.62,2025-12-23
C000000890,0.4807,0.4807,False,0.62,2026-03-20
C000000891,0.4139,0.4139,False,0.62,2026-04-08
C000000892,0.4652,0.4652,False,0.62,2026-06-16
C000000893,0.4536,0.4536,False,0.62,2025-08-10
C000000894,0.3895,0.4418,True,0.62,2025-11-13
C000000895,0.6907,0.6907,False,0.62,2026-07-17
C000000896,0.449,0.449,False,0.62,2026-06-13
C000000897,0.4874,0.5413,True,0.62,2026-05-18
C000000898,0.194,0.194,False,0.62,2026-02-07
C000000899,0.4895,0.4895,False,0.62,2025-09-12
C000000900,0.4419,0.4419,False,0.62,2026-07-30
C000000901,0.2472,0.2472,False,0.62,2026-01-07
C000000902,0.3657,0.3657,False,0.62,2025-09-03
C000000903,0.2573,0.2573,False,0.62,2026-01-16
C000000904,0.2292,0.2695,True,0.62,2026-01-29
C000000905,0.2491,0.2491,False,0.62,2025-12-07
C000000906,0.4083,0.4083,False,0.62,2026-01-14
C000000907,0.3703,0.4218,True,0.62,2026-07-28
C000000908,0.4472,0.4472,False,0.62,2026-07-07
C000000909,0.5801,0.5801,False,0.62,2026-01-07
C000000910,0.382,0.382,False,0.62,2026-05-17
C000000911,0.3932,0.3932,False,0.62,2026-07-27
C000000912,0.346,0.346,False,0.62,2025-08-20
C000000913,0.2373,0.2373,False,0.62,2025-08-28
C000000914,0.5519,0.5519,False,0.62,2025-09-12
C000000915,0.5712,0.5712,False,0.62,2025-12-11
C000000916,0.2807,0.2807,False,0.62,2026-05-26
C000000917,0.3935,0.446,True,0.62,2026-05-18
C000000918,0.093,0.093,False,0.62,2026-02-25
C000000919,0.4893,0.4893,False,0.62,2025-08-19
C000000920,0.0513,0.0513,False,0.62,2026-04-05
C000000921,0.5194,0.5194,False,0.62,2025-12-05
C000000922,0.4773,0.4773,False,0.62,2025-09-01
C000000923,0.3777,0.3777,False,0.62,2025-09-03
C000000924,0.379,0.379,False,0.62,2025-09-05
C000000925,0.4063,0.4593,True,0.62,2026-05-10
C000000926,0.3899,0.3899,False,0.62,2025-08-28
C000000927,0.5453,0.5453,False,0.62,2025-12-10
C000000928,0.4743,0.4743,False,0.62,2025-10-06
C000000929,0.4213,0.4213,False,0.62,2026-03-09
C000000930,0.4398,0.4398,False,0.62,2026-06-04
C000000931,0.3465,0.3465,False,0.62,2025-11-29
C000000932,0.5319,0.5319,False,0.62,2026-06-21
C000000933,0.3119,0.36,True,0.62,2026-02-15
C000000934,0.3814,0.3814,False,0.62,2026-02-16
C000000935,0.1681,0.1681,False,0.62,2025-10-08
C000000936,0.3926,0.3926,False,0.62,2026-06-05
C000000937,0.2897,0.2897,False,0.62,2026-04-20
C000000938,0.4065,0.4065,False,0.62,2026-06-12
C000000939,0.3971,0.3971,False,0.62,2026-02-16
C000000940,0.438,0.4917,True,0.62,2025-11-03
C000000941,0.6205,0.6205,False,0.62,2026-03-31
C000000942,0.2696,0.3142,True,0.62,2026-06-20
C000000943,0.2951,0.2951,False,0.62,2026-03-03
C000000944,0.6075,0.6075,False,0.62,2025-09-06
C000000945,0.4726,0.4726,False,0.62,2025-10-01
C000000946,0.5432,0.5432,False,0.62,2026-04-03
C000000947,0.125,0.125,False,0.62,2025-11-12
C000000948,0.209,0.209,False,0.62,2026-06-21
C000000949,0.3819,0.3819,False,0.62,2026-06-15
C000000950,0.0918,0.0918,False,0.62,2025-09-30
C000000951,0.4709,0.4709,False,0.62,2026-07-11
C000000952,0.0323,0.0323,False,0.62,2026-06-15
C000000953,0.3516,0.3516,False,0.62,2025-10-23
C000000954,0.308,0.308,False,0.62,2025-12-06
C000000955,0.4564,0.4564,False,0.62,2026-01-06
C000000956,0.4635,0.4635,False,0.62,2026-02-18
C000000957,0.099,0.099,False,0.62,2026-02-17
C000000958,0.5203,0.5203,False,0.62,2026-05-06
C000000959,0.4821,0.4821,False,0.62,2025-09-05
C000000960,0.3967,0.3967,False,0.62,2025-12-08
C000000961,0.4297,0.4297,False,0.62,2025-08-24
C000000962,0.3657,0.3657,False,0.62,2025-10-22
C000000963,0.3522,0.3522,False,0.62,2025-09-09
C000000964,0.5031,0.5031,False,0.62,2026-07-26
